Año,Departamento,Municipio,Producto,Área Cosechada,Área Sembrada,Producción,Rendimiento,Ciclo
2007,HUILA,AGRADO,CAFE,798.99,881.5,1118.59,1.4000050063204794,PERMANENTE
2020,HUILA,AGRADO,CAFE,977,1253,1465.5,1.5,PERMANENTE
2008,HUILA,AGRADO,CAFE,723.7,878.37,1049.39,1.450034544700843,PERMANENTE
2019,HUILA,AGRADO,CAFE,903.43,1333.5,1282.87,1.4199993358644278,PERMANENTE
2021,HUILA,AGRADO,CAFE,1047.26,1287.53,1330.02,1.269999809025457,PERMANENTE
2022,HUILA,AGRADO,CAFE,1048.74,1308.42,1230.62,1.1734271602113011,PERMANENTE
2016,HUILA,AGRADO,CAFE,1118.35,1303.32,1251.51,1.1190682702195198,PERMANENTE
2014,HUILA,AGRADO,CAFE,1053.42,1277.71,1116.64,1.0600140494769419,PERMANENTE
2015,HUILA,AGRADO,CAFE,1136.55,1298.47,1229.81,1.0820553429237605,PERMANENTE
2010,CUNDINAMARCA,AGUA DE DIOS,CAFE,6.6,6.6,1.4,0.21212121212121213,PERMANENTE
2013,CUNDINAMARCA,AGUA DE DIOS,CAFE,2.7,2.7,1.73136,0.6412444444444444,PERMANENTE
2007,CUNDINAMARCA,AGUA DE DIOS,CAFE,17.1,17.1,2.55953,0.14968011695906433,PERMANENTE
2008,CUNDINAMARCA,AGUA DE DIOS,CAFE,17.1,17.1,2.55791,0.14958538011695907,PERMANENTE
2019,CUNDINAMARCA,AGUA DE DIOS,CAFE,1,1,1,1,PERMANENTE
2009,CUNDINAMARCA,AGUA DE DIOS,CAFE,17.1,17.1,2.55614,0.14948187134502924,PERMANENTE
2021,CUNDINAMARCA,AGUA DE DIOS,CAFE,1,1,0.91,0.91,PERMANENTE
2012,CESAR,AGUACHICA,CAFE,900,1020,936,1.04,PERMANENTE
2011,CESAR,AGUACHICA,CAFE,900,983.95,450,0.5,PERMANENTE
2013,CESAR,AGUACHICA,CAFE,968.2,1235.04,717.442,0.741005990497831,PERMANENTE
2024,CESAR,AGUACHICA,CAFE,725.85,933.62,853.49,1.1758490046152785,PERMANENTE
2019,CESAR,AGUACHICA,CAFE,831,946,954,1.148014440433213,PERMANENTE
2008,CESAR,AGUACHICA,CAFE,960,960,576,0.6,PERMANENTE
2017,CESAR,AGUACHICA,CAFE,869.07,959.87,572.264,0.6584786035647301,PERMANENTE
2010,CESAR,AGUACHICA,CAFE,900,900,450,0.5,PERMANENTE
2009,CESAR,AGUACHICA,CAFE,960,960,576,0.6,PERMANENTE
2018,CESAR,AGUACHICA,CAFE,835.41,935.96,519.363,0.6216863575968687,PERMANENTE
2007,CESAR,AGUACHICA,CAFE,960,960,540,0.5625,PERMANENTE
2023,CESAR,AGUACHICA,CAFE,682.77,867.04,621.58,0.9103797764986746,PERMANENTE
2021,CESAR,AGUACHICA,CAFE,886.54,996.8,806.75,0.9099984208270355,PERMANENTE
2022,CESAR,AGUACHICA,CAFE,888.49,1018.08,752.62,0.8470776260847055,PERMANENTE
2020,CESAR,AGUACHICA,CAFE,868,966,921,1.0610599078341014,PERMANENTE
2015,CESAR,AGUACHICA,CAFE,986.33,1103.13,823.653,0.8350683848204962,PERMANENTE
2016,CESAR,AGUACHICA,CAFE,932.892,1064.3,805.671,0.8636273009094301,PERMANENTE
2014,CESAR,AGUACHICA,CAFE,1037.36,1206.91,831.177,0.8012425773116373,PERMANENTE
2012,SANTANDER,AGUADA,CAFE,38,61.9,30.4,0.7999999999999999,PERMANENTE
2011,SANTANDER,AGUADA,CAFE,46,74,13.8,0.3,PERMANENTE
2010,SANTANDER,AGUADA,CAFE,58.5,68.26,18.7689,0.3208358974358974,PERMANENTE
2023,SANTANDER,AGUADA,CAFE,104.09,116.38,83.03,0.797675088865405,PERMANENTE
2017,SANTANDER,AGUADA,CAFE,90.05,99.49,151.765,1.685341476957246,PERMANENTE
2008,SANTANDER,AGUADA,CAFE,34,51.25,21,0.6176470588235294,PERMANENTE
2018,SANTANDER,AGUADA,CAFE,93.75,101.58,161.603,1.7237653333333334,PERMANENTE
2009,SANTANDER,AGUADA,CAFE,60.28,65.14,19.34,0.32083609820836095,PERMANENTE
2007,SANTANDER,AGUADA,CAFE,40,50.15,24,0.6,PERMANENTE
2019,SANTANDER,AGUADA,CAFE,96,109,128,1.3333333333333333,PERMANENTE
2020,SANTANDER,AGUADA,CAFE,100,111,123,1.23,PERMANENTE
2024,SANTANDER,AGUADA,CAFE,105.07,121.86,104.04,0.9901970115161323,PERMANENTE
2021,SANTANDER,AGUADA,CAFE,98.14,116.02,109.92,1.120032606480538,PERMANENTE
2013,SANTANDER,AGUADA,CAFE,70.34,85.34,83.5988,1.188495877168041,PERMANENTE
2014,SANTANDER,AGUADA,CAFE,71.2,85.89,91.4998,1.2851095505617975,PERMANENTE
2015,SANTANDER,AGUADA,CAFE,79.75,92.65,88.2974,1.1071774294670846,PERMANENTE
2016,SANTANDER,AGUADA,CAFE,80.9152,95.89,92.6515,1.1450444415882306,PERMANENTE
2013,CALDAS,AGUADAS,CAFE,3571.67,4654.27,2784.2,0.7795233042246343,PERMANENTE
2012,CALDAS,AGUADAS,CAFE,265,4603,265,1,PERMANENTE
2011,CALDAS,AGUADAS,CAFE,3939,4584,3939,1,PERMANENTE
2023,CALDAS,AGUADAS,CAFE,3189.87,4037.99,3514.23,1.1016843946618515,PERMANENTE
2008,CALDAS,AGUADAS,CAFE,4085,4603.59,3458,0.8465116279069768,PERMANENTE
2010,CALDAS,AGUADAS,CAFE,3800,4615,3800,1,PERMANENTE
2017,CALDAS,AGUADAS,CAFE,3378.64,4290,3985.91,1.1797380010891956,PERMANENTE
2009,CALDAS,AGUADAS,CAFE,4110,4623.6,4110,1,PERMANENTE
2022,CALDAS,AGUADAS,CAFE,3177.86,4059.6,3036.19,0.9554196849452147,PERMANENTE
2018,CALDAS,AGUADAS,CAFE,3390.29,4205.22,4090.85,1.2066371903288509,PERMANENTE
2007,CALDAS,AGUADAS,CAFE,4173.37,4626.21,4063,0.9735537467322571,PERMANENTE
2019,CALDAS,AGUADAS,CAFE,3079,4094,4068,1.321208184475479,PERMANENTE
2024,CALDAS,AGUADAS,CAFE,2986.83,3994.28,4066.56,1.3614969717057883,PERMANENTE
2020,CALDAS,AGUADAS,CAFE,3167,4062,3869,1.2216608778023366,PERMANENTE
2021,CALDAS,AGUADAS,CAFE,3065.96,4021.23,3127.28,1.0200002609296925,PERMANENTE
2016,CALDAS,AGUADAS,CAFE,3601.86,4414.73,4198.62,1.1656810647831952,PERMANENTE
2014,CALDAS,AGUADAS,CAFE,3722.95,4508.96,3138.04,0.8428907183819283,PERMANENTE
2015,CALDAS,AGUADAS,CAFE,3724.8,4475.61,4198.34,1.1271316580756015,PERMANENTE
2012,CASANARE,AGUAZUL,CAFE,14,14,10.5,0.75,PERMANENTE
2011,CASANARE,AGUAZUL,CAFE,17,17,13.6,0.7999999999999999,PERMANENTE
2009,CASANARE,AGUAZUL,CAFE,15,17,14,0.9333333333333333,PERMANENTE
2007,CASANARE,AGUAZUL,CAFE,25,25,18,0.72,PERMANENTE
2008,CASANARE,AGUAZUL,CAFE,15,17,3.75,0.25,PERMANENTE
2010,CASANARE,AGUAZUL,CAFE,15,17,14,0.9333333333333333,PERMANENTE
2012,CESAR,AGUSTIN CODAZZI,CAFE,5282,5753,6338.4,1.2,PERMANENTE
2011,CESAR,AGUSTIN CODAZZI,CAFE,5543,6092.83,1108.6,0.19999999999999998,PERMANENTE
2013,CESAR,AGUSTIN CODAZZI,CAFE,5372.44,6719.64,3184.81,0.5928051313741988,PERMANENTE
2024,CESAR,AGUSTIN CODAZZI,CAFE,4274.12,4980.31,4073.44,0.9530476448953236,PERMANENTE
2008,CESAR,AGUSTIN CODAZZI,CAFE,5067,5067,2533.5,0.5,PERMANENTE
2017,CESAR,AGUSTIN CODAZZI,CAFE,6030.26,6666.52,3970.8,0.6584790705541718,PERMANENTE
2010,CESAR,AGUSTIN CODAZZI,CAFE,5282,5543,2641,0.5,PERMANENTE
2019,CESAR,AGUSTIN CODAZZI,CAFE,4135,4816,5062,1.2241837968561065,PERMANENTE
2009,CESAR,AGUSTIN CODAZZI,CAFE,5067,5067,2533.5,0.5,PERMANENTE
2018,CESAR,AGUSTIN CODAZZI,CAFE,6144.68,6741.69,3820.06,0.6216857509260042,PERMANENTE
2007,CESAR,AGUSTIN CODAZZI,CAFE,5067,5067,3040,0.5999605289125716,PERMANENTE
2023,CESAR,AGUSTIN CODAZZI,CAFE,4470.62,5126.6,3458.14,0.7735258196849654,PERMANENTE
2021,CESAR,AGUSTIN CODAZZI,CAFE,4506.03,4943.07,4280.73,0.9500003328872644,PERMANENTE
2022,CESAR,AGUSTIN CODAZZI,CAFE,4481.48,5095.33,3732.22,0.832809696796594,PERMANENTE
2020,CESAR,AGUSTIN CODAZZI,CAFE,4378,4859,4955,1.1317953403380538,PERMANENTE
2016,CESAR,AGUSTIN CODAZZI,CAFE,5827.62,6767.28,5339.78,0.9162882960797032,PERMANENTE
2014,CESAR,AGUSTIN CODAZZI,CAFE,5611.07,6696.77,3596.66,0.640993607279895,PERMANENTE
2015,CESAR,AGUSTIN CODAZZI,CAFE,5888.74,6703.73,5217.34,0.8859857966220278,PERMANENTE
2011,HUILA,AIPE,CAFE,579.138,928.7,723.922,1.2499991366479146,PERMANENTE
2010,HUILA,AIPE,CAFE,668.23,896.78,795.194,1.1900004489472187,PERMANENTE
2013,HUILA,AIPE,CAFE,787.88,1026.73,772.376,0.9803218764278824,PERMANENTE
2012,HUILA,AIPE,CAFE,560.81,973.7,588.851,1.0500008915675543,PERMANENTE
2017,HUILA,AIPE,CAFE,853.1,1055.48,862.657,1.0112026726057908,PERMANENTE
2009,HUILA,AIPE,CAFE,671.85,822.61,806.22,1.2,PERMANENTE
2018,HUILA,AIPE,CAFE,883.06,1071.33,913.313,1.034259280230109,PERMANENTE
2007,HUILA,AIPE,CAFE,1010.61,1077.37,1414.85,1.3999960419944388,PERMANENTE
2008,HUILA,AIPE,CAFE,745.3,929.13,1117.91,1.4999463303367773,PERMANENTE
2019,HUILA,AIPE,CAFE,877.77,1104.9,1246.43,1.4199961265479568,PERMANENTE
2016,HUILA,AIPE,CAFE,931.689,1063.82,1012.23,1.0864462283015042,PERMANENTE
2014,HUILA,AIPE,CAFE,896.71,1032.71,950.524,1.060012713140257,PERMANENTE
2015,HUILA,AIPE,CAFE,935.93,1047.64,983.212,1.050518735375509,PERMANENTE
2010,CUNDINAMARCA,ALBAN,CAFE,455.15,513.72,496.8,1.0915082939690213,PERMANENTE
2013,CUNDINAMARCA,ALBAN,CAFE,341.07,404.95,218.709,0.6412437329580438,PERMANENTE
2011,NARIÑO,ALBAN,CAFE,1375,1565,2062.5,1.5,PERMANENTE
2012,NARIÑO,ALBAN,CAFE,535,745,401.25,0.75,PERMANENTE
2012,CUNDINAMARCA,ALBAN,CAFE,479,544,479,1,PERMANENTE
2013,NARIÑO,ALBAN,CAFE,1570.32,1886.83,1559.66,0.9932115747108871,PERMANENTE
2010,NARIÑO,ALBAN,CAFE,1250,1515,1875,1.5,PERMANENTE
2011,CUNDINAMARCA,ALBAN,CAFE,488,529,732,1.5,PERMANENTE
2024,CUNDINAMARCA,ALBAN,CAFE,280.62,328.16,260.49,0.9282659824673937,PERMANENTE
2023,NARIÑO,ALBAN,CAFE,1604.95,1872.15,1342.82,0.8366740396897099,PERMANENTE
2008,CUNDINAMARCA,ALBAN,CAFE,449.65,515.3,497.512,1.1064427888357613,PERMANENTE
2018,NARIÑO,ALBAN,CAFE,1731.83,1967.97,1865.79,1.0773517031117372,PERMANENTE
2017,CUNDINAMARCA,ALBAN,CAFE,312.73,357.46,395.292,1.264004092987561,PERMANENTE
2022,NARIÑO,ALBAN,CAFE,1577.89,1882.3,1551.95,0.9835603242304596,PERMANENTE
2021,NARIÑO,ALBAN,CAFE,1652.53,1898.6,1801.26,1.0900013918052924,PERMANENTE
2009,NARIÑO,ALBAN,CAFE,1470,1524,2205,1.5,PERMANENTE
2007,NARIÑO,ALBAN,CAFE,1005,1472,1440,1.4328358208955223,PERMANENTE
2009,CUNDINAMARCA,ALBAN,CAFE,466.7,516.3,520.826,1.1159760017141633,PERMANENTE
2018,CUNDINAMARCA,ALBAN,CAFE,313.67,357.95,405.52,1.2928236681863103,PERMANENTE
2008,NARIÑO,ALBAN,CAFE,1400,1498,1960,1.4,PERMANENTE
2017,NARIÑO,ALBAN,CAFE,1670.68,1934.56,1759.79,1.0533375631479398,PERMANENTE
2007,CUNDINAMARCA,ALBAN,CAFE,458.73,508.9,513.066,1.1184487607089137,PERMANENTE
2019,CUNDINAMARCA,ALBAN,CAFE,314,353,391,1.2452229299363058,PERMANENTE
2020,NARIÑO,ALBAN,CAFE,1660,1915,2000,1.2048192771084338,PERMANENTE
2020,CUNDINAMARCA,ALBAN,CAFE,313,351,360,1.1501597444089458,PERMANENTE
2019,NARIÑO,ALBAN,CAFE,1626,1935,2120,1.3038130381303814,PERMANENTE
2023,CUNDINAMARCA,ALBAN,CAFE,307.26,340.14,231.92,0.7548004946950465,PERMANENTE
2024,NARIÑO,ALBAN,CAFE,1536.66,1848.99,1616.67,1.052067471008551,PERMANENTE
2021,CUNDINAMARCA,ALBAN,CAFE,315.67,350.86,315.67,1,PERMANENTE
2014,NARIÑO,ALBAN,CAFE,1631.79,1871.13,1752.46,1.073949466536748,PERMANENTE
2016,CUNDINAMARCA,ALBAN,CAFE,320.316,370.86,340.967,1.0644707101737034,PERMANENTE
2015,NARIÑO,ALBAN,CAFE,1604.3,1873.85,1777.5,1.1079598578819423,PERMANENTE
2014,CUNDINAMARCA,ALBAN,CAFE,315.95,369.81,219.071,0.6933723690457351,PERMANENTE
2016,NARIÑO,ALBAN,CAFE,1599.08,1905.23,1832.31,1.145852615253771,PERMANENTE
2015,CUNDINAMARCA,ALBAN,CAFE,324.99,368.87,334.502,1.029268592879781,PERMANENTE
2012,SANTANDER,ALBANIA,CAFE,367.343,525.714,138.595,0.37729043428076753,PERMANENTE
2011,SANTANDER,ALBANIA,CAFE,367.343,525.714,138.595,0.37729043428076753,PERMANENTE
2010,SANTANDER,ALBANIA,CAFE,468.9,478.81,176.912,0.37729153337598637,PERMANENTE
2023,SANTANDER,ALBANIA,CAFE,265.24,307.74,189.48,0.7143718896094103,PERMANENTE
2009,SANTANDER,ALBANIA,CAFE,449.68,521.2,169.66,0.3772905177014766,PERMANENTE
2018,SANTANDER,ALBANIA,CAFE,283.12,331.8,488.033,1.7237673071489121,PERMANENTE
2007,SANTANDER,ALBANIA,CAFE,418,502.57,251,0.6004784688995215,PERMANENTE
2008,SANTANDER,ALBANIA,CAFE,402,501.06,241,0.599502487562189,PERMANENTE
2017,SANTANDER,ALBANIA,CAFE,297.71,338,501.742,1.6853380806825435,PERMANENTE
2019,SANTANDER,ALBANIA,CAFE,267,318,356,1.3333333333333333,PERMANENTE
2024,SANTANDER,ALBANIA,CAFE,261.71,305.75,115,0.4394176760536472,PERMANENTE
2021,SANTANDER,ALBANIA,CAFE,261.1,310.6,248.04,0.9499808502489466,PERMANENTE
2020,SANTANDER,ALBANIA,CAFE,266,315,329,1.236842105263158,PERMANENTE
2014,SANTANDER,ALBANIA,CAFE,248.83,332.57,208.601,0.8383273721014347,PERMANENTE
2015,SANTANDER,ALBANIA,CAFE,276.62,339.82,327.143,1.1826440604439301,PERMANENTE
2016,SANTANDER,ALBANIA,CAFE,264.89,331.94,323.985,1.2230926044773303,PERMANENTE
2013,SANTANDER,ALBANIA,CAFE,363.84,475.55,282.086,0.775302330694811,PERMANENTE
2011,VALLE DEL CAUCA,ALCALA,CAFE,1409.2,1615.5,1832,1.3000283848992336,PERMANENTE
2010,VALLE DEL CAUCA,ALCALA,CAFE,1567.1,1596,1096.97,0.7000000000000001,PERMANENTE
2012,VALLE DEL CAUCA,ALCALA,CAFE,1615,1653.54,1292,0.8,PERMANENTE
2023,VALLE DEL CAUCA,ALCALA,CAFE,837.19,1191.51,797.25,0.9522927889726346,PERMANENTE
2008,VALLE DEL CAUCA,ALCALA,CAFE,1488,1616,1160.64,0.78,PERMANENTE
2017,VALLE DEL CAUCA,ALCALA,CAFE,969.48,1433.5,1633.9,1.6853364690349466,PERMANENTE
2018,VALLE DEL CAUCA,ALCALA,CAFE,984.91,1424.12,1697.75,1.7237615619701292,PERMANENTE
2009,VALLE DEL CAUCA,ALCALA,CAFE,1562.1,1600.8,1093.47,0.7000000000000001,PERMANENTE
2007,VALLE DEL CAUCA,ALCALA,CAFE,1452.6,1637.5,1307,0.8997659369406582,PERMANENTE
2019,VALLE DEL CAUCA,ALCALA,CAFE,958,1294,1258,1.313152400835073,PERMANENTE
2024,VALLE DEL CAUCA,ALCALA,CAFE,843.21,1198.14,939.3,1.1139573771658304,PERMANENTE
2021,VALLE DEL CAUCA,ALCALA,CAFE,889.62,1183.7,907.41,1.0199973022189248,PERMANENTE
2020,VALLE DEL CAUCA,ALCALA,CAFE,860,1190,1044,1.213953488372093,PERMANENTE
2022,VALLE DEL CAUCA,ALCALA,CAFE,903.23,1189.59,714.99,0.7915923961781606,PERMANENTE
2016,VALLE DEL CAUCA,ALCALA,CAFE,1087.33,1427.91,1380.46,1.2695869699171365,PERMANENTE
2013,VALLE DEL CAUCA,ALCALA,CAFE,965.76,1452.95,1010.17,1.0459845096090126,PERMANENTE
2014,VALLE DEL CAUCA,ALCALA,CAFE,1041.8,1428.33,1178.29,1.1310136302553273,PERMANENTE
2015,VALLE DEL CAUCA,ALCALA,CAFE,1100.71,1417.04,1351.23,1.227598550026801,PERMANENTE
2013,ANTIOQUIA,ALEJANDRIA,CAFE,654.17,798.66,491.149,0.7507971933900974,PERMANENTE
2012,ANTIOQUIA,ALEJANDRIA,CAFE,446.42,721.42,535.704,1.2,PERMANENTE
2011,ANTIOQUIA,ALEJANDRIA,CAFE,640,709,768,1.2,PERMANENTE
2022,ANTIOQUIA,ALEJANDRIA,CAFE,445.03,532.16,466.31,1.0478170011010495,PERMANENTE
2009,ANTIOQUIA,ALEJANDRIA,CAFE,716.5,749.5,358.3,0.500069783670621,PERMANENTE
2018,ANTIOQUIA,ALEJANDRIA,CAFE,607.88,700.68,785.882,1.2928242416266367,PERMANENTE
2020,ANTIOQUIA,ALEJANDRIA,CAFE,524,631,607.84,1.1600000000000001,PERMANENTE
2023,ANTIOQUIA,ALEJANDRIA,CAFE,457.14,528.28,568.42,1.2434265214157587,PERMANENTE
2019,ANTIOQUIA,ALEJANDRIA,CAFE,545,663,684,1.255045871559633,PERMANENTE
2007,ANTIOQUIA,ALEJANDRIA,CAFE,732.6,738.6,732.6,1,PERMANENTE
2010,ANTIOQUIA,ALEJANDRIA,CAFE,581.5,749.5,872.3,1.5000859845227859,PERMANENTE
2008,ANTIOQUIA,ALEJANDRIA,CAFE,705.5,752.5,705.5,1,PERMANENTE
2024,ANTIOQUIA,ALEJANDRIA,CAFE,436.27,521.43,669.57,1.5347605840419924,PERMANENTE
2021,ANTIOQUIA,ALEJANDRIA,CAFE,458.23,555.08,623.19,1.359993889531458,PERMANENTE
2017,ANTIOQUIA,ALEJANDRIA,CAFE,623.39,716.21,787.967,1.2640032724297792,PERMANENTE
2014,ANTIOQUIA,ALEJANDRIA,CAFE,626.95,738,508.976,0.8118286944732435,PERMANENTE
2015,ANTIOQUIA,ALEJANDRIA,CAFE,688.5,764.96,680.298,0.9880871459694989,PERMANENTE
2016,ANTIOQUIA,ALEJANDRIA,CAFE,667.094,756.05,681.69,1.021879974936066,PERMANENTE
2013,HUILA,ALGECIRAS,CAFE,4316.19,5988.95,4231.26,0.9803229236896431,PERMANENTE
2012,HUILA,ALGECIRAS,CAFE,3304.67,5750.4,3469.9,1.0499989408927366,PERMANENTE
2011,HUILA,ALGECIRAS,CAFE,3436.3,5430.7,3848.66,1.1200011640427203,PERMANENTE
2010,HUILA,ALGECIRAS,CAFE,3854.36,5033.38,4548.15,1.1800013491215142,PERMANENTE
2024,HUILA,ALGECIRAS,CAFE,4904.82,6392.16,5342.32,1.0891979726065382,PERMANENTE
2009,HUILA,ALGECIRAS,CAFE,3872.27,4757.79,4491.83,1.1599991736113442,PERMANENTE
2018,HUILA,ALGECIRAS,CAFE,4816.1,5809.92,5562.23,1.1549241087186726,PERMANENTE
2007,HUILA,ALGECIRAS,CAFE,3848.39,4151.98,4618.07,1.2000005196978476,PERMANENTE
2008,HUILA,ALGECIRAS,CAFE,3884,4676.11,5437.61,1.4000025746652933,PERMANENTE
2017,HUILA,ALGECIRAS,CAFE,4736.84,5829.85,5348.73,1.1291768351897045,PERMANENTE
2022,HUILA,ALGECIRAS,CAFE,4950.01,6073.83,4888.24,0.9875212373308336,PERMANENTE
2020,HUILA,ALGECIRAS,CAFE,4541.1,6041.1,4541.1,1,PERMANENTE
2019,HUILA,ALGECIRAS,CAFE,4432.04,5935.1,6293.5,1.4200007220151443,PERMANENTE
2023,HUILA,ALGECIRAS,CAFE,5104.53,6253.42,4466.75,0.8750560776408406,PERMANENTE
2014,HUILA,ALGECIRAS,CAFE,4818.49,6016.19,5107.66,1.0600125765540658,PERMANENTE
2015,HUILA,ALGECIRAS,CAFE,5004.78,6002.05,5668.9,1.1326971415326947,PERMANENTE
2016,HUILA,ALGECIRAS,CAFE,4819.1,5895.34,5645.27,1.171436575294142,PERMANENTE
2011,CAUCA,ALMAGUER,CAFE,745.926,917.5,332.855,0.44623059123827297,PERMANENTE
2013,CAUCA,ALMAGUER,CAFE,855.75,1088.21,704.203,0.8229073911773298,PERMANENTE
2012,CAUCA,ALMAGUER,CAFE,700,700,770,1.1,PERMANENTE
2023,CAUCA,ALMAGUER,CAFE,1031.57,1198.06,741.06,0.7183807206491076,PERMANENTE
2022,CAUCA,ALMAGUER,CAFE,1008.83,1153.74,844.61,0.8372173706174479,PERMANENTE
2008,CAUCA,ALMAGUER,CAFE,701,912.13,345,0.4921540656205421,PERMANENTE
2017,CAUCA,ALMAGUER,CAFE,1000.52,1140.33,758.796,0.7584016311518011,PERMANENTE
2010,CAUCA,ALMAGUER,CAFE,809,917.39,361,0.446229913473424,PERMANENTE
2020,CAUCA,ALMAGUER,CAFE,983,1109,393.2,0.39999999999999997,PERMANENTE
2018,CAUCA,ALMAGUER,CAFE,1056.05,1156.96,819.172,0.7756943326547039,PERMANENTE
2009,CAUCA,ALMAGUER,CAFE,753,916,355,0.4714475431606906,PERMANENTE
2007,CAUCA,ALMAGUER,CAFE,737,905.19,408,0.55359565807327,PERMANENTE
2021,CAUCA,ALMAGUER,CAFE,988.7,1116.63,899.72,0.9100030342874481,PERMANENTE
2024,CAUCA,ALMAGUER,CAFE,1026.22,1239.64,914.53,0.8911636880980686,PERMANENTE
2016,CAUCA,ALMAGUER,CAFE,985.771,1151.92,937.168,0.9506954454939333,PERMANENTE
2014,CAUCA,ALMAGUER,CAFE,972.86,1078.86,865.652,0.8898012046954341,PERMANENTE
2015,CAUCA,ALMAGUER,CAFE,963.45,1103.69,885.658,0.9192568374072344,PERMANENTE
2013,BOYACA,ALMEIDA,CAFE,24.8,65.12,15.8743,0.6400927419354838,PERMANENTE
2012,BOYACA,ALMEIDA,CAFE,2,32,1.2,0.6,PERMANENTE
2011,BOYACA,ALMEIDA,CAFE,6,11,2.4,0.39999999999999997,PERMANENTE
2023,BOYACA,ALMEIDA,CAFE,69.19,73.36,66.85,0.9661800838271426,PERMANENTE
2024,BOYACA,ALMEIDA,CAFE,71.52,73.54,85.86,1.200503355704698,PERMANENTE
2008,BOYACA,ALMEIDA,CAFE,7,7,2.8,0.39999999999999997,PERMANENTE
2010,BOYACA,ALMEIDA,CAFE,7,11,2.8,0.39999999999999997,PERMANENTE
2017,BOYACA,ALMEIDA,CAFE,68.82,70.64,52.1932,0.7584016274338855,PERMANENTE
2009,BOYACA,ALMEIDA,CAFE,7,7,2.8,0.39999999999999997,PERMANENTE
2018,BOYACA,ALMEIDA,CAFE,70.59,73.43,54.7563,0.7756948576285593,PERMANENTE
2007,BOYACA,ALMEIDA,CAFE,18,18,7.2,0.4,PERMANENTE
2021,BOYACA,ALMEIDA,CAFE,69.8,70.68,63.52,0.910028653295129,PERMANENTE
2022,BOYACA,ALMEIDA,CAFE,70.47,72.67,81.11,1.150986235277423,PERMANENTE
2019,BOYACA,ALMEIDA,CAFE,68,71,83,1.2205882352941178,PERMANENTE
2020,BOYACA,ALMEIDA,CAFE,70,71,79,1.1285714285714286,PERMANENTE
2016,BOYACA,ALMEIDA,CAFE,69.3598,71.33,62.2912,0.8980879414300502,PERMANENTE
2014,BOYACA,ALMEIDA,CAFE,65.43,72.48,45.2858,0.6921259361149319,PERMANENTE
2015,BOYACA,ALMEIDA,CAFE,69.72,70.29,60.544,0.8683878370625359,PERMANENTE
2012,TOLIMA,ALPUJARRA,CAFE,2074,2074,2074,1,PERMANENTE
2011,TOLIMA,ALPUJARRA,CAFE,1907.37,2109.49,1042.21,0.5464120752659422,PERMANENTE
2010,TOLIMA,ALPUJARRA,CAFE,1793,1974,2150,1.1991076408254322,PERMANENTE
2023,TOLIMA,ALPUJARRA,CAFE,1196.28,1360.16,969.99,0.8108385996589428,PERMANENTE
2009,TOLIMA,ALPUJARRA,CAFE,1793,1983,1952,1.0886781929726714,PERMANENTE
2007,TOLIMA,ALPUJARRA,CAFE,2146,2216,2150,1.0018639328984156,PERMANENTE
2021,TOLIMA,ALPUJARRA,CAFE,1116.81,1297.2,1116.81,1,PERMANENTE
2008,TOLIMA,ALPUJARRA,CAFE,1676.2,1972,1097.62,0.6548263930318577,PERMANENTE
2017,TOLIMA,ALPUJARRA,CAFE,1756.11,1877.69,1473.71,0.8391900279595242,PERMANENTE
2018,TOLIMA,ALPUJARRA,CAFE,1753.45,1856.12,1505.03,0.8583250163962474,PERMANENTE
2022,TOLIMA,ALPUJARRA,CAFE,1167.18,1320.49,979.44,0.8391507736595898,PERMANENTE
2019,TOLIMA,ALPUJARRA,CAFE,1514,1678,1684,1.1122853368560106,PERMANENTE
2020,TOLIMA,ALPUJARRA,CAFE,1063,1280,1093,1.0282220131702728,PERMANENTE
2024,TOLIMA,ALPUJARRA,CAFE,1126.11,1336.59,1128.99,1.0025574766230654,PERMANENTE
2015,TOLIMA,ALPUJARRA,CAFE,1844.77,1960.55,1413.23,0.766073819500534,PERMANENTE
2016,TOLIMA,ALPUJARRA,CAFE,1810.43,1962.66,1434.36,0.7922758681639168,PERMANENTE
2013,TOLIMA,ALPUJARRA,CAFE,1874.08,2054.74,1539.01,0.8212082728592163,PERMANENTE
2014,TOLIMA,ALPUJARRA,CAFE,1816.89,1953.56,1613.33,0.8879623972832696,PERMANENTE
2012,HUILA,ALTAMIRA,CAFE,54.54,80.3,54.54,1,PERMANENTE
2011,HUILA,ALTAMIRA,CAFE,51.7775,73.2,56.9552,1.0999990343295831,PERMANENTE
2010,HUILA,ALTAMIRA,CAFE,48.19,62.25,56.8642,1.18,PERMANENTE
2013,HUILA,ALTAMIRA,CAFE,75.26,99.34,73.7791,0.9803228806803082,PERMANENTE
2022,HUILA,ALTAMIRA,CAFE,67.94,87.7,80.17,1.1800117750956727,PERMANENTE
2024,HUILA,ALTAMIRA,CAFE,75.28,114.64,137.89,1.8316950053134962,PERMANENTE
2008,HUILA,ALTAMIRA,CAFE,50.5,55.26,63.15,1.2504950495049505,PERMANENTE
2017,HUILA,ALTAMIRA,CAFE,71.8,88.99,75.6295,1.0533356545961001,PERMANENTE
2009,HUILA,ALTAMIRA,CAFE,51.02,62.43,60.2036,1.18,PERMANENTE
2018,HUILA,ALTAMIRA,CAFE,77.39,91.6,83.3764,1.0773536632639877,PERMANENTE
2007,HUILA,ALTAMIRA,CAFE,54.74,58.39,76.636,1.4,PERMANENTE
