Precipitación acumulada anual (mm/año),Temperatura media anual (°C),Máximo de la temperatura media mensual (°C),Mínimo de la temperatura media mensual (°C),Humedad relativa media anual (%),Radiación solar acumulada anual (MJ/m²/año),altitud_media_m,SPI1_floracion,SPI1_llenado,Rendimiento_lag1,Departamento,Municipio,Año,Rendimiento
9967.750120162964,21.80606,23.178864,21.044586,81.21181,5506.133326,753.1371854339387,0.0836292103035992,0.0125257600632454,,CUNDINAMARCA,ANAPOIMA,2021,
8867.319761514664,21.42337,22.250153,20.449127,82.0046,5429.056135,753.1371854339387,-0.0607965853013273,-0.1630647136598204,0.9558823529411764,CUNDINAMARCA,ANAPOIMA,2022,1.166098807495741
7591.186670303345,22.243338,23.266266,21.290436,80.990944,5747.352186,753.1371854339387,-0.5853665342599383,-0.18180445732511,1.166098807495741,CUNDINAMARCA,ANAPOIMA,2023,1.2201017811704835
9061.714054584503,22.498587,23.959137,21.059479,80.747505,5775.392836,753.1371854339387,-0.7851395580101472,0.3704521081033919,1.2201017811704835,CUNDINAMARCA,ANAPOIMA,2024,1.5098831985624437
12123.8063249588,21.412628,22.065338,20.883942,85.78689,5041.852449,753.1371854339387,0.3968061700326148,0.301319130489787,,CUNDINAMARCA,ANAPOIMA,2025,
5145.976482391357,18.489756,19.95279,17.608063,85.032616,5720.6302670000005,1785.178508300984,0.0124019503183274,0.2479015588994317,,CUNDINAMARCA,ANOLAIMA,2007,0.5466078071000817
4931.533004045486,18.155954,18.626373,17.807526,85.784615,5752.194179,1785.178508300984,0.0177747570576656,-0.0406198267586246,0.5466078071000817,CUNDINAMARCA,ANOLAIMA,2008,0.5907473372833628
3920.688060760498,18.725983,19.506256,18.20279,84.78185,6003.638964,1785.178508300984,-0.0886230254012186,-0.4824761992299115,0.5907473372833628,CUNDINAMARCA,ANOLAIMA,2009,0.6166152008010164
5745.3761241436005,18.646536,20.463043,17.183014,86.91824,5528.664038,1785.178508300984,0.6004669417943619,0.487648030535367,0.6166152008010164,CUNDINAMARCA,ANOLAIMA,2010,0.6140483637708943
4898.1852860450745,18.181854,18.84439,17.619781,87.03246,5568.495149,1785.178508300984,0.2373090487735791,0.4804731504921318,0.6140483637708943,CUNDINAMARCA,ANOLAIMA,2011,0.6078767123287672
4547.689442157745,18.522879,19.123444,17.93985,83.736015,5859.206732000001,1785.178508300984,0.0678425474645074,-0.1538178351580881,0.6078767123287672,CUNDINAMARCA,ANOLAIMA,2012,0.6078767123287672
